ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),CEC_,CEC_ (Second Drum),Cold Prog,Cold Prog (Second Drum),Cold Wat Cons,Cold Wat Cons (Second Drum),Combination,Combination (Second Drum),Conn_Mode,Conn_Mode (Second Drum),Country,delayStartMode,delayStartMode (Second Drum),Depth,Depth (Second Drum),DetergentType,DetergentType (Second Drum),Height,Height (Second Drum),Hot Wat Cons,Hot Wat Cons (Second Drum),internal_heater,internal_heater (Second Drum),Loading,Loading (Second Drum),MachineAction,MachineAction (Second Drum),Model No,Family Name,N-Standard,New SRI,New SRI (Second Drum),New Star,New Star (Second Drum),postProgenergy,postProgenergy (Second Drum),powerConsMode,powerConsMode (Second Drum),Prog Name,Prog Name (Second Drum),Sold_in,standbyPowerUsage,standbyPowerUsage (Second Drum),Submit_ID,SubmitStatus,Test Prog Time,Test Prog Time (Second Drum),Tot Wat Cons,Tot Wat Cons (Second Drum),Type,Type (Second Drum),WEI,WEI (Second Drum),Width,Width (Second Drum),ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Program Time (Second Drum),Hot Water (L),Hot Water (L) (Second Drum),Cold Water (L),Cold Water (L) (Second Drum),Star Rating (old),Star Image Large,Star Image Large (Second Drum),Star Image Small,Star Image Small (Second Drum),Registration Number
AS/NZS 2040.2:2005,MIDEA,6,,0,0,390,0,,,,0.0,True,,Cold,,China,True,,495.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,360460,,AS/NZS 2040.1:2005/Amdt 3:2010,2.81528911780391,0.0,2.5,0.0,0.5,0.0,0.7,0.0,TBC,,New Zealand,0.5,0.0,113965,Approved,118.0,0.0,0.0,0.0,Drum,,0.5803,0.0,595.0,0.0,2118-06-28,,Single product class,Available,http://www.tradedepot.co.nz/,,118.0,0.0,61.0,0.0,61.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ZCW0111
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Esatto,6,,,0,544,0,,,,0.0,False,,Dual,,China,True,,560.0,0.0,Non Drum,,925.0,0.0,,0.0,No,,Top,,Impeller,,ETL6.1,,AS/NZS 2040.1:2005/Amdt 3:2010,1.76322613119741,0.0,1.5,0.0,0.0,0.0,1.3,0.0,standard,,"Australia,Fiji,New Zealand",1.3,0.0,113966,Approved,87.0,0.0,0.0,0.0,Non-Drum,,0.8035,0.0,550.0,0.0,2023-06-08,,Single product class,Available,,,87.0,0.0,79.65,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ACW0696
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Esatto,8,,,0,600,0,,,,0.0,False,,Dual,,China,True,,611.0,0.0,Non Drum,,1000.0,0.0,,0.0,No,,Top,,Impeller,,ETL8.1,,AS/NZS 2040.1:2005/Amdt 3:2010,2.199544288493,0.0,2.0,0.0,0.0,0.0,1.1,0.0,Normal program & Water level 5,,"Australia,Fiji,New Zealand",1.1,0.0,113967,Approved,67.2,0.0,0.0,0.0,Non-Drum,,0.8198,0.0,601.0,0.0,2023-06-06,,Single product class,Available,,,67.2,0.0,104.0,0.0,104.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0694
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,10,,,0,385,0,,,,0.0,True,,Dual,,South Korea,True,,767.0,0.0,Drum,,982.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WD12595FD6,,AS/NZS 2040.1:2005/Amdt 3:2010,4.14038306735708,0.0,4.0,0.0,0.00017,0.0,0.31,0.0,"Cotton 40C, Intensive, 3 Rinses, Extra high spin",,"Australia,New Zealand",0.31,0.0,114107,Approved,248.23,0.0,0.0,0.0,Drum,,0.51071,0.0,686.0,0.0,2023-06-22,,Single product class,Available,,,248.0,0.0,102.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0698
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,7,,,0,350,0,,,,0.0,False,,Dual,,"South Korea,China",True,,550.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WD12021D6,,AS/NZS 2040.1:2005/Amdt 3:2010,3.51420990620234,0.0,3.5,0.0,0.00013,0.0,2.38,0.0,"Cotton Eco, 40C,  Intensive, 1200rpm",,"Australia,New Zealand",2.39,0.0,114108,Approved,290.28,0.0,0.0,0.0,Drum,,0.52983,0.0,600.0,0.0,2023-06-22,,Single product class,Available,,,290.28,0.0,71.5,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW0700
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,7.5,,,0,375,0,,,,0.0,False,,Dual,,"South Korea,China",True,,550.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WD14022D6,,AS/NZS 2040.1:2005/Amdt 3:2010,3.51133935998497,0.0,3.5,0.0,0.00013,0.0,2.38,0.0,"Cotton Eco, 40C,  Intensive, 1400RPM",,"Australia,New Zealand",2.39,0.0,114109,Approved,285.08,0.0,0.0,0.0,Drum,,0.53252,0.0,600.0,0.0,2023-06-25,,Single product class,Available,,,285.08,0.0,75.6,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW0702
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9.5,,115,0,678,0,Eco cotton cold wash program,,96.5,0.0,False,,Dual,,"China,South Korea",True,,670.0,0.0,Drum,,1020.0,0.0,0.0,0.0,No,,Top,,Impeller,,WT-H9506,,AS/NZS 2040.1:2005/Amdt 3:2010,2.50328358128557,0.0,2.5,0.0,2e-05,0.0,0.0,0.0,Eco cotton warm wash program,,"Australia,New Zealand",0.0,0.0,114110,Approved,72.0,0.0,96.5,0.0,Non-Drum,,0.65116,0.0,632.0,0.0,2023-06-22,,Single product class,Available,,,72.0,0.0,98.0,0.0,98.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW0699
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,10,,164,0,693,0,"Eco Cotton, Soak 1:20, Wash 23min, Rinse 3",,99.4,0.0,False,,Dual,,South Korea,True,,721.0,0.0,Drum,,1153.0,0.0,,0.0,No,,Top,,Impeller,,WT-R10686,,AS/NZS 2040.1:2005/Amdt 3:2010,2.53159396095752,0.0,2.5,0.0,0.0001,0.0,0.27,0.0,"Eco Cotton, Soak 1:20, Hot wash, Wash 23min, Rinse 3",,"Australia,New Zealand",0.28,0.0,114111,Approved,159.0,0.0,99.4,0.0,Non-Drum,,0.68688,0.0,686.0,0.0,2023-06-25,,Single product class,Available,,,159.0,0.0,102.0,0.0,102.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW0701
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,7.5,,90,0,570,0,"Water Saving, Cold, Mid Power Wash and Water Level 10",,71.7,0.0,False,,Dual,,Thailand,True,,,0.0,Non Drum,,,0.0,0.4,0.0,No,,Top,,Impeller,,WA75F5S6,,AS/NZS 2040.1:2005/Amdt 3:2010,2.35168837854702,0.0,2.0,0.0,3.8e-05,0.0,0.66,0.0,"Water Saving, Hot & Cold, Mid Power Wash and Water Level 10",,"Australia,Fiji,New Zealand",0.66,0.0,114221,Approved,115.0,0.0,72.1,0.0,Non-Drum,,0.64939,0.0,,0.0,2023-05-12,,Single product class,Available,,http://www.samsung.com.au,115.0,0.0,73.4,0.0,72.1,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0683
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Euromaid,8,,,0,277,0,,,,0.0,True,,Cold,,Turkey,True,,582.0,0.0,Drum,,845.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,EWD8045,,AS/NZS 2040.1:2005/Amdt 3:2010,4.24685841491772,0.0,4.0,0.0,0.0,0.0,0.86,0.0,"Program No 2, Cotton Eco, 40°C, 1400 rpm",,"Australia,New Zealand",0.2,0.0,114256,Approved,238.0,0.0,0.0,0.0,Drum,,0.571,0.0,597.0,0.0,2023-05-18,,Single product class,Available,http://www.glendimplex.com.au,,238.0,0.0,66.7,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0686
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Euromaid,7,,,0,319,0,,,,0.0,False,,Cold,,Turkey,True,,557.0,0.0,Drum,,845.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,EBFW700,,AS/NZS 2040.1:2005/Amdt 3:2010,3.59415388662029,0.0,3.5,0.0,0.0,0.0,0.83,0.0,"Program No.3, Cotton Eco 40°C, 1200 rpm",,"Australia,New Zealand",0.2,0.0,114267,Approved,260.0,0.0,0.0,0.0,Drum,,0.61095,0.0,597.0,0.0,2023-05-18,,Single product class,Available,http://www.glendimplex.com.au,,260.0,0.0,60.3,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW0688
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Haier,7.5,,,0,278,0,,,,0.0,False,,Cold,,China,True,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,HWF75DW1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.0077469615081,0.0,4.0,0.0,5e-05,0.0,0.11,0.0,"Cotton Eco, 40 °C, 1200 rpm",,"Australia,Fiji,New Zealand",0.11,0.0,114276,Approved,274.93,0.0,0.0,0.0,Drum,,0.6242,0.0,,0.0,2023-05-15,,Single product class,Available,http://www.haier.cn/,http://www.haier.com.au/,275.0,0.0,63.6,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0684
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Baumatic,8,,,0,277,0,,,,0.0,True,,Cold,,Turkey,True,,582.0,0.0,Drum,,845.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,BFWD845,,AS/NZS 2040.1:2005/Amdt 3:2010,4.24685841491772,0.0,4.0,0.0,0.0,0.0,0.86,0.0,"Program No 2, Cotton Eco, 40°C, 1400 rpm",,"Australia,New Zealand",0.2,0.0,114296,Approved,238.0,0.0,0.0,0.0,Drum,,0.571,0.0,597.0,0.0,2023-05-18,,Single product class,Available,http://www.glendimplex.com.au,,238.0,0.0,66.7,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0687
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Euromaid,8,,,0,308,0,,,,0.0,False,,Cold,,Turkey,True,,582.0,0.0,Drum,,845.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,EBFW800,,AS/NZS 2040.1:2005/Amdt 3:2010,4.04481659823192,0.0,4.0,0.0,0.0,0.0,0.83,0.0,"Program No.3 Cotton Eco, 40°C, 1400rpm",,"Australia,New Zealand",0.21,0.0,114297,Approved,242.0,0.0,0.0,0.0,Drum,,0.56109,0.0,597.0,0.0,2023-05-18,,Single product class,Available,http://www.glendimplex.com.au,,242.0,0.0,69.3,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0689
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Haier,8.5,,,0,320,0,,,,0.0,False,,Cold,,China,True,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,HWF85DW1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.04815461902941,0.0,4.0,0.0,5e-05,0.0,0.11,0.0,"Cotton Eco, 40 °C, 1400 RPM",,"Australia,Fiji,New Zealand",0.11,0.0,114306,Approved,273.0,0.0,0.0,0.0,Drum,,0.58521,0.0,,0.0,2023-05-18,,Single product class,Available,http://www.haier.cn/,http://www.haier.com.au/,273.0,0.0,69.5,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0685
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Euromaid,9,,,0,330,0,,,,0.0,False,,Cold,,Turkey,True,,632.0,0.0,Drum,,845.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,EBFW900,EBFW900*,AS/NZS 2040.1:2005/Amdt 3:2010,4.07781241395131,0.0,4.0,0.0,0.0,0.0,0.82,0.0,"Program No.3 Cotton Eco, 40C, 1400rpm",,"Australia,New Zealand",0.21,0.0,114308,Approved,251.0,0.0,0.0,0.0,Drum,,0.59775,0.0,597.0,0.0,2023-05-22,,Single product class,Available,http://www.glendimplex.com.au,,251.0,0.0,77.3,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0690
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Euromaid,9,,,0,330,0,,,,0.0,False,,Cold,,Turkey,True,,632.0,0.0,Drum,,845.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,EBFW900*,EBFW900*,AS/NZS 2040.1:2005/Amdt 3:2010,4.07781241395131,0.0,4.0,0.0,0.0,0.0,0.82,0.0,"Program No.3 Cotton Eco, 40C, 1400rpm",,"Australia,New Zealand",0.21,0.0,114308,Approved,251.0,0.0,0.0,0.0,Drum,,0.59775,0.0,597.0,0.0,2023-05-22,,Single product class,Available,http://www.glendimplex.com.au,,251.0,0.0,77.3,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0690
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Euromaid,9,,,0,330,0,,,,0.0,False,,Cold,,Turkey,True,,632.0,0.0,Drum,,845.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,EBFW900BK,EBFW900*,AS/NZS 2040.1:2005/Amdt 3:2010,4.07781241395131,0.0,4.0,0.0,0.0,0.0,0.82,0.0,"Program No.3 Cotton Eco, 40C, 1400rpm",,"Australia,New Zealand",0.21,0.0,114308,Approved,251.0,0.0,0.0,0.0,Drum,,0.59775,0.0,597.0,0.0,2023-05-22,,Single product class,Available,http://www.glendimplex.com.au,,251.0,0.0,77.3,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0690
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,HISENSE,8,,,0,310,0,,,,0.0,False,,Cold,,China,True,,600.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,HWF*8012,HWF*8012,AS/NZS 2040.1:2005/Amdt 3:2010,4.05187483719739,0.0,4.0,0.0,0.0,0.0,0.74,0.0,"Cotton Eco, 40°C, 1200 rpm",,"Australia,New Zealand",0.49,0.0,114415,Approved,254.0,0.0,0.0,0.0,Drum,,0.5499,0.0,595.0,0.0,2023-10-23,,Single product class,Available,,,254.0,0.0,82.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0744
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,HISENSE,8,,,0,310,0,,,,0.0,False,,Cold,,China,True,,600.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,HWFM8012,HWF*8012,AS/NZS 2040.1:2005/Amdt 3:2010,4.05187483719739,0.0,4.0,0.0,0.0,0.0,0.74,0.0,"Cotton Eco, 40°C, 1200 rpm",,"Australia,New Zealand",0.49,0.0,114415,Approved,254.0,0.0,0.0,0.0,Drum,,0.5499,0.0,595.0,0.0,2023-10-23,,Single product class,Available,,,254.0,0.0,82.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0744
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,HISENSE,8,,,0,310,0,,,,0.0,False,,Cold,,China,True,,600.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,HWFV8012,HWF*8012,AS/NZS 2040.1:2005/Amdt 3:2010,4.05187483719739,0.0,4.0,0.0,0.0,0.0,0.74,0.0,"Cotton Eco, 40°C, 1200 rpm",,"Australia,New Zealand",0.49,0.0,114415,Approved,254.0,0.0,0.0,0.0,Drum,,0.5499,0.0,595.0,0.0,2023-10-23,,Single product class,Available,,,254.0,0.0,82.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0744
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,7.5,,,0,375,0,,,,0.0,False,,Dual,,China,True,,550.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WD1275ND,,AS/NZS 2040.1:2005/Amdt 3:2010,3.52545198504144,0.0,3.5,0.0,0.00011,0.0,0.46,0.0,"Cotton Large, Intensive, 40℃, 1200 spin",,"Australia,New Zealand",0.46,0.0,114459,Approved,364.0,0.0,0.0,0.0,Drum,,0.52361,0.0,600.0,0.0,2023-06-06,,Single product class,Available,,,345.0,0.0,77.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW0693
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,10,,,0,330,0,,,,0.0,False,,Dual,,China,True,,665.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WH1060P1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.17764133943513,0.0,4.0,0.0,0.0003,0.0,1.8,0.0,"Cottons, 40 Deg C, Eco",,"Australia,New Zealand",0.0,0.0,114691,Approved,288.0,0.0,0.0,0.0,Drum,,0.65,0.0,600.0,0.0,2023-05-29,,Single product class,Available,,,288.0,0.0,99.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0692
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,BOSCH,7.5,,,0,285,0,,,,0.0,False,,Cold,,China,True,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WAN2212XAU,,AS/NZS 2040.1:2005/Amdt 3:2010,4.03216986423785,0.0,4.0,0.0,0.00016,0.0,0.29007,0.0,"Cottons 60°C, Eco, 1100rpm",,"Australia,Fiji,New Zealand",0.006,0.0,115007,Approved,226.0,0.0,0.0,0.0,Drum,,0.58342,0.0,,0.0,2023-06-19,,Single product class,Available,,http://www.bosch-home.com.au/,226.0,0.0,0.0,0.0,64.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0697
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,TECO,5,,,0,445,0,,,,0.0,False,,Cold,,China,True,,470.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,TWM50FBM,,AS/NZS 2040.1:2005/Amdt 3:2010,2.00522363184526,0.0,2.0,0.0,0.0,0.0,0.7,0.0,Cotton Eco 60,,"Australia,Fiji,New Zealand",0.5,0.0,115081,Approved,339.0,0.0,0.0,0.0,Drum,,0.5972,0.0,595.0,0.0,2023-07-05,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/,294.0,0.0,61.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0705
AS/NZS 2040.2:2005,COMFEE,5.5,,0,0,401,0,,,0.0,0.0,False,,Dual,,China,True,,515.0,0.0,Non Drum,,930.0,0.0,0.0,0.0,No,,Top,,Impeller,,368155,,AS/NZS 2040.1:2005/Amdt 3:2010,2.39625288632262,0.0,2.0,0.0,0.8,0.0,1.53,0.0,tbc,,New Zealand,1.53,0.0,115134,Approved,64.0,0.0,0.0,0.0,Non-Drum,,70.0,0.0,525.0,0.0,2118-06-29,,Single product class,Available,http://www.tradedepot.co.nz/,,58.0,0.0,74.0,0.0,74.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0113
AS/NZS 2040.2:2005,COMFEE,7,,0,0,506,0,,,0.0,0.0,False,,Dual,,China,True,,565.0,0.0,Non Drum,,930.0,0.0,0.0,0.0,No,,Top,,Impeller,,368170,,AS/NZS 2040.1:2005/Amdt 3:2010,2.39520540964751,0.0,2.0,0.0,0.5,0.0,1.13,0.0,TBC,,New Zealand,1.13,0.0,115136,Approved,58.0,0.0,0.0,0.0,Non-Drum,,72.0,0.0,550.0,0.0,2118-06-27,,Single product class,Available,http://www.tradedepot.co.nz/,,58.0,0.0,99.0,0.0,99.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0109
AS/NZS 2040.2:2005,COMFEE,9.5,,,0,762,0,,,,0.0,False,,Dual,,China,True,,625.0,0.0,Non Drum,,1015.0,0.0,,0.0,No,,Top,,Impeller,,368195,,AS/NZS 2040.1:2005/Amdt 3:2010,2.11613233247114,0.0,2.0,0.0,0.5,0.0,1.1,0.0,tbc,,New Zealand,1.1,0.0,115137,Approved,58.0,0.0,0.0,0.0,Non-Drum,,0.745,0.0,601.0,0.0,2118-07-02,,Single product class,Available,http://www.tradedepot.co.nz/,,58.0,0.0,125.0,0.0,125.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0116
AS/NZS 2040.2:2005,COMFEE,10,,0,0,487,0,,,,0.0,False,,Cold,,China,True,,565.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,368210,,AS/NZS 2040.1:2005/Amdt 3:2010,3.5110629557973,0.0,3.5,0.0,0.17,0.0,0.17,0.0,‘Cotton Eco’ with spin speed 1400 r/min.,,New Zealand,0.17,0.0,115139,Approved,200.0,0.0,0.0,0.0,Drum,,0.5703,0.0,595.0,0.0,2118-06-29,,Single product class,Available,http://www.tradedepot.co.nz/,,160.0,0.0,100.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ZCW0114
AS/NZS 2040.2:2005,COMFEE,7.5,,0,0,556,0,,,,0.0,False,,Cold,,China,True,,565.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,368475,,AS/NZS 2040.1:2005/Amdt 3:2010,2.52776844168246,0.0,2.5,0.0,0.5,0.0,0.7,0.0,tbc,,New Zealand,0.5,0.0,115142,Approved,118.0,0.0,0.0,0.0,Drum,,0.53,0.0,595.0,0.0,2118-06-29,,Single product class,Available,http://www.tradedepot.co.nz/,,118.0,0.0,77.0,0.0,77.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ZCW0115
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SAMSUNG ELECTRONICS,8,,90,0,570,0,"Water Saving, Cold, High Spin, Extra High Water Level",,75.9,0.0,False,,Dual,,Thailand,True,,,0.0,Non Drum,,,0.0,0.4,0.0,No,,Top,,Impeller,,WA80F5G4,,AS/NZS 2040.1:2005/Amdt 3:2010,2.5199033774993,0.0,2.5,0.0,4.14e-05,0.0,0.56,0.0,"Water Saving, Warm, High Spin, Extra High Water Level",,"Australia,Fiji,New Zealand",0.56,0.0,115170,Approved,111.0,0.0,76.3,0.0,Non-Drum,,0.63928,0.0,,0.0,2023-06-27,,Single product class,Unavailable,,http://www.samsung.com.au,111.0,0.0,77.9,0.0,76.3,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW0703
