ApplStandard,Brand,Country Of Manufacturer,Eff50,Eff75,EffFL,Enclr,Frame,High_eff_compl,High_eff_load,kWatt,MEPS_Applic,MEPS_compl_load,MEPS_Why,Model No,Family Name,Mount_Code,N-Standard,N-TestMethod,NumPls,Sold_in,Submit_ID,SubmitStatus,Torque_FL,Voltage,Weight,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,79.4,82.3,83.2,IP55,100 L (foot),No,,3.0,Yes - 2001 MEPS Level,100,,MT100LA2-H,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13469,Superseded,9.88,400,19.7,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.7,84.2,85.3,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,H112MA-2,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13470,Superseded,12.94,400,25.7,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.7,84.2,85.3,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,H112MA-2/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13470,Superseded,12.94,400,25.7,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.7,84.2,85.3,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,H112MA-2/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13470,Superseded,12.94,400,25.7,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.7,84.2,85.3,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,H112MA-2/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13470,Superseded,12.94,400,25.7,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.7,84.2,85.3,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,M112 4kW,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13470,Superseded,12.94,400,25.7,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.7,84.2,85.3,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,MT112MA2-FHAH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13470,Superseded,12.94,400,25.7,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.7,84.2,85.3,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,MT112MA2-FHCH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13470,Superseded,12.94,400,25.7,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.7,84.2,85.3,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,MT112MA2-FPCH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13470,Superseded,12.94,400,25.7,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.7,84.2,85.3,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,MT112MA2-H,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13470,Superseded,12.94,400,25.7,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,85.6,86.0,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,100,,H132SA-2,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13471,Superseded,17.472,400,36.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,85.6,86.0,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,100,,H132SA-2/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13471,Superseded,17.472,400,36.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,85.6,86.0,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,100,,H132SA-2/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13471,Superseded,17.472,400,36.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,85.6,86.0,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,100,,H132SA-2/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13471,Superseded,17.472,400,36.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,85.6,86.0,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,100,,MT132SA2-FHAH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13471,Superseded,17.472,400,36.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,85.6,86.0,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,100,,MT132SA2-FHCH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13471,Superseded,17.472,400,36.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,85.6,86.0,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,100,,MT132SA2-FPCH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13471,Superseded,17.472,400,36.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,85.6,86.0,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,100,,MT132SA2-H,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13471,Superseded,17.472,400,36.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,86.1,87.0,IP55,132 S (foot),No,,7.5,Yes - 2001 MEPS Level,100,,H132SB-2,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13472,Superseded,24.281,400,42.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,86.1,87.0,IP55,132 S (foot),No,,7.5,Yes - 2001 MEPS Level,100,,H132SB-2/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13472,Superseded,24.281,400,42.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,86.1,87.0,IP55,132 S (foot),No,,7.5,Yes - 2001 MEPS Level,100,,H132SB-2/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13472,Superseded,24.281,400,42.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,86.1,87.0,IP55,132 S (foot),No,,7.5,Yes - 2001 MEPS Level,100,,H132SB-2/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13472,Superseded,24.281,400,42.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,86.1,87.0,IP55,132 S (foot),No,,7.5,Yes - 2001 MEPS Level,100,,MT132SB2-FHAH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13472,Superseded,24.281,400,42.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,86.1,87.0,IP55,132 S (foot),No,,7.5,Yes - 2001 MEPS Level,100,,MT132SB2-FHCH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13472,Superseded,24.281,400,42.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,86.1,87.0,IP55,132 S (foot),No,,7.5,Yes - 2001 MEPS Level,100,,MT132SB2-FPCH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13472,Superseded,24.281,400,42.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,83.3,86.1,87.0,IP55,132 S (foot),No,,7.5,Yes - 2001 MEPS Level,100,,MT132SB2-H,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13472,Superseded,24.281,400,42.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,87.1,88.6,88.7,IP55,132 M (foot),No,,11.0,Yes - 2001 MEPS Level,both,,H132MA-2,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13473,Superseded,35.969,400,52.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,87.1,88.6,88.7,IP55,132 M (foot),No,,11.0,Yes - 2001 MEPS Level,both,,H132MA-2/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13473,Superseded,35.969,400,52.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,87.1,88.6,88.7,IP55,132 M (foot),No,,11.0,Yes - 2001 MEPS Level,both,,H132MA-2/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13473,Superseded,35.969,400,52.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,87.1,88.6,88.7,IP55,132 M (foot),No,,11.0,Yes - 2001 MEPS Level,both,,H132MA-2/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13473,Superseded,35.969,400,52.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,87.1,88.6,88.7,IP55,132 M (foot),No,,11.0,Yes - 2001 MEPS Level,both,,MT132MA2-FHAH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13473,Superseded,35.969,400,52.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,87.1,88.6,88.7,IP55,132 M (foot),No,,11.0,Yes - 2001 MEPS Level,both,,MT132MA2-FHCH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13473,Superseded,35.969,400,52.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,87.1,88.6,88.7,IP55,132 M (foot),No,,11.0,Yes - 2001 MEPS Level,both,,MT132MA2-FPCH,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13473,Superseded,35.969,400,52.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,87.1,88.6,88.7,IP55,132 M (foot),No,,11.0,Yes - 2001 MEPS Level,both,,MT132MA2-H,,"B3,B5,B14",AS 1359.102.1:1997,B,2,New Zealand,13473,Superseded,35.969,400,52.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,70.0,74.0,74.5,IP55,M80b,No,,0.75,Yes - 2001 MEPS Level,100,,H80B-4/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13474,Superseded,5.067,400,9.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,70.0,74.0,74.5,IP55,M80b,No,,0.75,Yes - 2001 MEPS Level,100,,H80B-4/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13474,Superseded,5.067,400,9.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,70.0,74.0,74.5,IP55,M80b,No,,0.75,Yes - 2001 MEPS Level,100,,H80B-4/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13474,Superseded,5.067,400,9.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,70.0,74.0,74.5,IP55,M80b,No,,0.75,Yes - 2001 MEPS Level,100,,MT80B4-FHAH H80B-4,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13474,Superseded,5.067,400,9.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,70.0,74.0,74.5,IP55,M80b,No,,0.75,Yes - 2001 MEPS Level,100,,MT80B4-FHCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13474,Superseded,5.067,400,9.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,70.0,74.0,74.5,IP55,M80b,No,,0.75,Yes - 2001 MEPS Level,100,,MT80B4-FPCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13474,Superseded,5.067,400,9.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,70.0,74.0,74.5,IP55,M80b,No,,0.75,Yes - 2001 MEPS Level,100,,MT80B4-H,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13474,Superseded,5.067,400,9.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.3,79.0,76.8,IP55,90 S (foot),No,,1.1,Yes - 2001 MEPS Level,both,,H90S-4/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13475,Superseded,7.637,400,12.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.3,79.0,76.8,IP55,90 S (foot),No,,1.1,Yes - 2001 MEPS Level,both,,H90S-4/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13475,Superseded,7.637,400,12.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.3,79.0,76.8,IP55,90 S (foot),No,,1.1,Yes - 2001 MEPS Level,both,,H90S-4/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13475,Superseded,7.637,400,12.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.3,79.0,76.8,IP55,90 S (foot),No,,1.1,Yes - 2001 MEPS Level,both,,MT90S4-FHAH H90S-4,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13475,Superseded,7.637,400,12.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.3,79.0,76.8,IP55,90 S (foot),No,,1.1,Yes - 2001 MEPS Level,both,,MT90S4-FHCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13475,Superseded,7.637,400,12.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.3,79.0,76.8,IP55,90 S (foot),No,,1.1,Yes - 2001 MEPS Level,both,,MT90S4-FPCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13475,Superseded,7.637,400,12.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.3,79.0,76.8,IP55,90 S (foot),No,,1.1,Yes - 2001 MEPS Level,both,,MT90S4-H,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13475,Superseded,7.637,400,12.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.4,80.4,79.8,IP55,90 L (foot),No,,1.5,Yes - 2001 MEPS Level,both,,H90LA-4/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13476,Superseded,10.217,400,14.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.4,80.4,79.8,IP55,90 L (foot),No,,1.5,Yes - 2001 MEPS Level,both,,H90LA-4/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13476,Superseded,10.217,400,14.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.4,80.4,79.8,IP55,90 L (foot),No,,1.5,Yes - 2001 MEPS Level,both,,H90LA-4/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13476,Superseded,10.217,400,14.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.4,80.4,79.8,IP55,90 L (foot),No,,1.5,Yes - 2001 MEPS Level,both,,MT90LA4-FHAH H90LA-4,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13476,Superseded,10.217,400,14.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.4,80.4,79.8,IP55,90 L (foot),No,,1.5,Yes - 2001 MEPS Level,both,,MT90LA4-FHCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13476,Superseded,10.217,400,14.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.4,80.4,79.8,IP55,90 L (foot),No,,1.5,Yes - 2001 MEPS Level,both,,MT90LA4-FPCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13476,Superseded,10.217,400,14.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,78.4,80.4,79.8,IP55,90 L (foot),No,,1.5,Yes - 2001 MEPS Level,both,,MT90LA4-H,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13476,Superseded,10.217,400,14.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,77.9,80.8,81.0,IP55,100 L (foot),No,,2.2,Yes - 2001 MEPS Level,100,,H100LA-4/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13477,Superseded,14.713,400,18.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,77.9,80.8,81.0,IP55,100 L (foot),No,,2.2,Yes - 2001 MEPS Level,100,,H100LA-4/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13477,Superseded,14.713,400,18.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,77.9,80.8,81.0,IP55,100 L (foot),No,,2.2,Yes - 2001 MEPS Level,100,,H100LA-4/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13477,Superseded,14.713,400,18.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,77.9,80.8,81.0,IP55,100 L (foot),No,,2.2,Yes - 2001 MEPS Level,100,,MT100LA4-FHAH H100LA-4,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13477,Superseded,14.713,400,18.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,77.9,80.8,81.0,IP55,100 L (foot),No,,2.2,Yes - 2001 MEPS Level,100,,MT100LA4-FHCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13477,Superseded,14.713,400,18.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,77.9,80.8,81.0,IP55,100 L (foot),No,,2.2,Yes - 2001 MEPS Level,100,,MT100LA4-FPCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13477,Superseded,14.713,400,18.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,77.9,80.8,81.0,IP55,100 L (foot),No,,2.2,Yes - 2001 MEPS Level,100,,MT100LA4-H,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13477,Superseded,14.713,400,18.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.3,82.8,82.8,IP55,100 L (foot),No,,3.0,Yes - 2001 MEPS Level,both,,H100LB-4/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13478,Superseded,20.033,400,21.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.3,82.8,82.8,IP55,100 L (foot),No,,3.0,Yes - 2001 MEPS Level,both,,H100LB-4/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13478,Superseded,20.033,400,21.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.3,82.8,82.8,IP55,100 L (foot),No,,3.0,Yes - 2001 MEPS Level,both,,H100LB-4/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13478,Superseded,20.033,400,21.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.3,82.8,82.8,IP55,100 L (foot),No,,3.0,Yes - 2001 MEPS Level,both,,MT100LB4-FHAH H100LB-4,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13478,Superseded,20.033,400,21.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.3,82.8,82.8,IP55,100 L (foot),No,,3.0,Yes - 2001 MEPS Level,both,,MT100LB4-FHCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13478,Superseded,20.033,400,21.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.3,82.8,82.8,IP55,100 L (foot),No,,3.0,Yes - 2001 MEPS Level,both,,MT100LB4-FPCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13478,Superseded,20.033,400,21.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,80.3,82.8,82.8,IP55,100 L (foot),No,,3.0,Yes - 2001 MEPS Level,both,,MT100LB4-H,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13478,Superseded,20.033,400,21.4,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,85.2,85.9,84.8,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,H112M-4/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13479,Superseded,26.57,400,31.3,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,85.2,85.9,84.8,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,H112M-4/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13479,Superseded,26.57,400,31.3,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,85.2,85.9,84.8,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,H112M-4/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13479,Superseded,26.57,400,31.3,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,85.2,85.9,84.8,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,MT112M4-FHAH H112M-4,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13479,Superseded,26.57,400,31.3,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,85.2,85.9,84.8,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,MT112M4-FHCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13479,Superseded,26.57,400,31.3,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,85.2,85.9,84.8,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,MT112M4-FPCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13479,Superseded,26.57,400,31.3,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,85.2,85.9,84.8,IP55,112 M (foot),No,,4.0,Yes - 2001 MEPS Level,both,,MT112M4-H,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13479,Superseded,26.57,400,31.3,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,86.5,87.0,85.8,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,both,,H132S-4/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13480,Superseded,36.681,400,42.0,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,86.5,87.0,85.8,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,both,,H132S-4/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13480,Superseded,36.681,400,42.0,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,86.5,87.0,85.8,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,both,,H132S-4/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13480,Superseded,36.681,400,42.0,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,86.5,87.0,85.8,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,both,,MT132S4-FHAH H132S-4,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13480,Superseded,36.681,400,42.0,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,86.5,87.0,85.8,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,both,,MT132S4-FHCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13480,Superseded,36.681,400,42.0,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,86.5,87.0,85.8,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,both,,MT132S4-FPCH,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13480,Superseded,36.681,400,42.0,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,86.5,87.0,85.8,IP55,132 S (foot),No,,5.5,Yes - 2001 MEPS Level,both,,MT132S4-H,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13480,Superseded,36.681,400,42.0,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,86.3,87.1,87.1,IP55,132 M (foot),No,,7.5,Yes - 2001 MEPS Level,both,,H132MA-4/FHA,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13481,Superseded,49.282,400,52.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,86.3,87.1,87.1,IP55,132 M (foot),No,,7.5,Yes - 2001 MEPS Level,both,,H132MA-4/FHC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13481,Superseded,49.282,400,52.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,86.3,87.1,87.1,IP55,132 M (foot),No,,7.5,Yes - 2001 MEPS Level,both,,H132MA-4/FPC,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13481,Superseded,49.282,400,52.5,,2006-06-16,Single product class,Available,,
AS/NZS 1359.5:2000 (Legacy),CEG,Italy,86.3,87.1,87.1,IP55,132 M (foot),No,,7.5,Yes - 2001 MEPS Level,both,,MT132MA4-FHAH H132MA-4,,"B3,B5,B14",AS 1359.102.1:1997,B,4,New Zealand,13481,Superseded,49.282,400,52.5,,2006-06-16,Single product class,Available,,
